rank,bgg_url,game_id,name,min_players,max_players,gameplay_time,min_time,max_time,release_year,num_votes,image_url,age,mechanic,sales_last_month_thousands,category,designer,weight
1696,https://boardgamegeek.com/boardgame/122889/dominare,122889,Dominare,2,6,120,120,120,2012,716,https://cf.geekdo-images.com/images/pic1352661.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Hand Management",7.569078,"Economic, Fantasy, Political, Renaissance, Territory Building",jim pinto,3.4375
1697,https://boardgamegeek.com/boardgame/130486/small-city,130486,Small City,1,4,120,60,120,2015,375,https://cf.geekdo-images.com/images/pic2552981.jpg,12,"Area Control / Area Influence, Simulation, Variable Player Powers",8.34614,"City Building, Economic, Territory Building",Alban Viard,3.9302
1708,https://boardgamegeek.com/boardgame/160081/dungeon-saga-dwarf-kings-quest,160081,Dungeon Saga: Dwarf King's Quest,2,5,120,30,120,2015,532,https://cf.geekdo-images.com/images/pic2619701.jpg,10,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",8.959596,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Jake Thornton,2.4848
1709,https://boardgamegeek.com/boardgame/184459/ave-roma,184459,Ave Roma,2,5,120,45,120,2016,438,https://cf.geekdo-images.com/images/pic2938270.jpg,12,"Set Collection, Variable Phase Order, Variable Player Powers, Worker Placement",8.840844,"Ancient, Civilization, Economic",Attila Sz?gyi,3.7222
1740,https://boardgamegeek.com/boardgame/56707/colonia,56707,Colonia,3,6,120,120,120,2009,1046,https://cf.geekdo-images.com/images/pic560068.jpg,12,"Auction/Bidding, Set Collection, Voting, Worker Placement",7.263278,"Economic, Medieval",Dirk Henn,3.1354
1745,https://boardgamegeek.com/boardgame/143176/steam-works,143176,Steam Works,2,5,120,90,120,2015,499,https://cf.geekdo-images.com/images/pic2495378.png,12,"Card Drafting, Tile Placement, Variable Player Powers, Worker Placement",7.893259,"Industry / Manufacturing, Science Fiction",Alex Churchill,3.1724
1746,https://boardgamegeek.com/boardgame/131118/asgard,131118,Asgard,2,4,120,60,120,2012,647,https://cf.geekdo-images.com/images/pic1529138.jpg,12,"Simultaneous Action Selection, Variable Phase Order, Worker Placement",6.91995,"Ancient, Mythology",Pierluca Zizzi,3.7571
1770,https://boardgamegeek.com/boardgame/552/bus,552,Bus,3,5,120,120,120,1999,662,https://cf.geekdo-images.com/images/pic166866.jpg,14,"Pick-up and Deliver, Worker Placement",6.86954,Transportation,"Jeroen Doumen, Joris Wiersinga",3.087
1780,https://boardgamegeek.com/boardgame/175878/504,175878,504,2,4,120,30,120,2015,1069,https://cf.geekdo-images.com/images/pic2570515.jpg,12,"Area Control / Area Influence, Area Enclosure, Area Movement, Auction/Bidding, Commodity Speculation, Dice Rolling, Grid Movement, Hex-and-Counter, Modular Board, Pick-up and Deliver, Player Elimination, Point to Point Movement, Route/Network Building, Set Collection, Stock Holding, Take That, Tile Placement, Variable Phase Order",7.86954,"Abstract Strategy, Animals, City Building, Economic, Exploration, Farming, Industry / Manufacturing, Racing, Territory Building, Transportation, Travel",Friedemann Friese,3.3291
1817,https://boardgamegeek.com/boardgame/130390/ruhrschifffahrt-1769-1890,130390,Ruhrschifffahrt 1769-1890,2,4,120,120,120,2012,398,https://cf.geekdo-images.com/images/pic1426929.jpg,12,"Pick-up and Deliver, Worker Placement",8.795724,"Economic, Industry / Manufacturing, Nautical, Transportation",Thomas Spitzer,3.5094
1819,https://boardgamegeek.com/boardgame/195421/near-and-far,195421,Near and Far,2,4,120,60,120,2017,258,https://cf.geekdo-images.com/images/pic3103693.jpg,13,"Card Drafting, Dice Rolling, Route/Network Building, Set Collection, Storytelling, Variable Player Powers, Worker Placement",8.16136,"Adventure, Exploration",Ryan Laukat,2.5
1830,https://boardgamegeek.com/boardgame/25234/catan-histories-struggle-rome,25234,Catan Histories: Struggle for Rome,3,4,120,120,120,2006,1217,https://cf.geekdo-images.com/images/pic329096.jpg,10,"Area Movement, Trading",6.46588,"Ancient, Civilization",Klaus Teuber,2.5411
1832,https://boardgamegeek.com/boardgame/1758/advanced-heroquest,1758,Advanced Heroquest,1,5,120,120,120,1989,1004,https://cf.geekdo-images.com/images/pic806419.jpg,10,"Co-operative Play, Modular Board, Role Playing, Variable Player Powers",6.68287,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Jervis Johnson,2.8659
1834,https://boardgamegeek.com/boardgame/216201/robo-rally-2016,216201,Robo Rally (2016),2,6,120,20,120,2016,402,https://cf.geekdo-images.com/images/pic3374227.jpg,12,"Action / Movement Programming, Grid Movement, Modular Board, Simultaneous Action Selection",8.959764,"Miniatures, Racing, Science Fiction",Richard Garfield,2.1667
1849,https://boardgamegeek.com/boardgame/541/das-motorsportspiel,541,Das Motorsportspiel,2,12,120,120,120,1995,351,https://cf.geekdo-images.com/images/pic81775.jpg,10,"Roll / Spin and Move, Simulation",8.21579,"Racing, Real-time, Sports","Peter Steinke, Martin Wieland",2
1860,https://boardgamegeek.com/boardgame/171835/posthuman,171835,Posthuman,1,4,120,30,120,2015,846,https://cf.geekdo-images.com/images/pic2718965.jpg,13,"Dice Rolling, Modular Board, Partnerships, Role Playing, Variable Player Powers",6.75669,"Adventure, Dice, Exploration, Fighting, Science Fiction",Gordon Calleja,3.2045
1863,https://boardgamegeek.com/boardgame/169464/defenders-last-stand,169464,Defenders of the Last Stand,1,5,120,120,120,2016,300,https://cf.geekdo-images.com/images/pic3075584.jpg,14,"Action Point Allowance System, Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",7.78927,"Adventure, Dice, Fighting, Miniatures","Richard Launius, Jason Maxwell",2.5714
1864,https://boardgamegeek.com/boardgame/1585/burma,1585,Burma,2,2,120,120,120,1999,287,https://cf.geekdo-images.com/images/pic358403.jpg,12,"Dice Rolling, Hex-and-Counter",7.86193,"Wargame, World War II","Dean Essig, Dave Friedrichs",3.9796
1868,https://boardgamegeek.com/boardgame/154875/silent-victory-us-submarines-pacific-1941-45,154875,"Silent Victory: U.S. Submarines in the Pacific, 1941-45",1,2,120,120,120,2016,324,https://cf.geekdo-images.com/images/pic2635114.png,12,"Dice Rolling, Simulation",8.851843,"Nautical, Wargame, World War II",Gregory M. Smith,2.8182
1874,https://boardgamegeek.com/boardgame/2162/warhammer-40000,2162,"Warhammer 40,000",2,6,120,30,120,1993,1986,https://cf.geekdo-images.com/images/pic52670.jpg,17,"Dice Rolling, Modular Board, Variable Player Powers",7.67568,"Fighting, Miniatures, Science Fiction","Andy Chambers, Jervis Johnson, Rick Priestley, Gavin Thorpe",3.4792
1889,https://boardgamegeek.com/boardgame/104994/city-tycoon,104994,City Tycoon,2,5,120,60,120,2011,854,https://cf.geekdo-images.com/images/pic1114992.jpg,10,"Card Drafting, Pattern Building, Pick-up and Deliver, Tile Placement",6.59752,"City Building, Economic, Transportation","Hubert Bartos, ?ukasz S. Kowal",2.8171
1899,https://boardgamegeek.com/boardgame/147116/witcher-adventure-game,147116,The Witcher Adventure Game,2,4,120,120,120,2014,1421,https://cf.geekdo-images.com/images/pic2247614.jpg,16,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver, Set Collection, Variable Player Powers",7.81536,"Adventure, Fantasy, Novel-based, Travel, Video Game Theme",Ignacy Trzewiczek,2.4767
1908,https://boardgamegeek.com/boardgame/136955/hands-sea,136955,Hands in the Sea,2,2,120,90,120,2016,255,https://cf.geekdo-images.com/images/pic3154683.jpg,14,Deck / Pool Building,8.06506,"Ancient, Card Game, Wargame",Daniel Berger (I),3
1914,https://boardgamegeek.com/boardgame/98347/empires-void,98347,Empires of the Void,2,4,120,120,120,2012,597,https://cf.geekdo-images.com/images/pic1146318.jpg,12,"Action Point Allowance System, Dice Rolling, Set Collection, Trading",7.560201,"Science Fiction, Space Exploration",Ryan Laukat,2.9138
1947,https://boardgamegeek.com/boardgame/177354/frostgrave,177354,Frostgrave,2,8,120,60,120,2015,292,https://cf.geekdo-images.com/images/pic2570660.jpg,12,"Action Point Allowance System, Dice Rolling, Role Playing, Variable Player Powers",9.783492,"Dice, Fantasy, Fighting, Miniatures",Joseph McCullough,2.7857
1954,https://boardgamegeek.com/boardgame/10081/axis-allies-d-day,10081,Axis & Allies: D-Day,2,3,120,120,120,2004,1674,https://cf.geekdo-images.com/images/pic42992.jpg,12,"Area Movement, Dice Rolling, Partnerships",6.39881,"Wargame, World War II","Larry Harris, Jr., Mike Selinker",2.3876
1966,https://boardgamegeek.com/boardgame/64826/moongha-invaders-mad-scientists-and-atomic-monster,64826,Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,2,4,120,90,120,2010,581,https://cf.geekdo-images.com/images/pic1434874.jpg,10,"Area Control / Area Influence, Dice Rolling, Point to Point Movement",6.85639,"Fighting, Movies / TV / Radio theme, Science Fiction",Martin Wallace,2.6481
1968,https://boardgamegeek.com/boardgame/782/win-place-show,782,"Win, Place & Show",3,6,120,120,120,1966,731,https://cf.geekdo-images.com/images/pic203905.jpg,8,"Betting/Wagering, Dice Rolling, Roll / Spin and Move",7.395454,"Animals, Racing, Sports","Thomas M. Divoll, John B. Reilly",2.0879
1982,https://boardgamegeek.com/boardgame/135654/new-dawn,135654,New Dawn,2,4,120,90,120,2014,467,https://cf.geekdo-images.com/images/pic2630496.jpg,12,"Area Control / Area Influence, Hand Management, Tile Placement, Variable Player Powers",7.721791,"Dice, Economic, Science Fiction, Space Exploration","Konstantinos Kokkinis, Sotirios Tsantilas",3.0294
1994,https://boardgamegeek.com/boardgame/139245/dilluvia-project,139245,Dilluvia Project,2,4,120,120,120,2015,348,https://cf.geekdo-images.com/images/pic2602443.jpg,12,"Tile Placement, Worker Placement",8.112214,"City Building, Science Fiction, Territory Building",Alexandre Garcia,3.6667
1998,https://boardgamegeek.com/boardgame/3154/nautilus,3154,Nautilus,2,4,120,120,120,2002,1247,https://cf.geekdo-images.com/images/pic311414.jpg,12,"Set Collection, Tile Placement",7.676772,"City Building, Economic, Exploration, Nautical, Science Fiction","Brigitte Ditt, Wolfgang Ditt",2.6772
2000,https://boardgamegeek.com/boardgame/181260/burano,181260,Burano,2,4,120,90,120,2015,521,https://cf.geekdo-images.com/images/pic2599157.jpg,12,"Area Control / Area Influence, Pick-up and Deliver, Set Collection",6.90278,City Building,"Yu-Chen Tseng, Eros Lin",3.5556
2001,https://boardgamegeek.com/boardgame/20079/pacific-typhoon,20079,Pacific Typhoon,3,7,120,120,120,2008,716,https://cf.geekdo-images.com/images/pic292995.jpg,10,"Card Drafting, Dice Rolling, Hand Management, Partnerships, Trick-taking",7.323283,"Card Game, Nautical, World War II","John Coussis, Ben Knight",2.0171
2041,https://boardgamegeek.com/boardgame/3893/full-thrust,3893,Full Thrust,2,6,120,120,120,1992,396,https://cf.geekdo-images.com/images/pic11172.jpg,12,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",7.964319,"Miniatures, Science Fiction, Wargame",Jon M. Tuffley,2.629
2062,https://boardgamegeek.com/boardgame/105187/mil-1049,105187,MIL (1049),2,5,120,60,120,2011,607,https://cf.geekdo-images.com/images/pic1103828.jpg,12,"Area Control / Area Influence, Auction/Bidding, Worker Placement",6.75021,Medieval,Firmino MartÍnez,3.8553
2077,https://boardgamegeek.com/boardgame/119337/aeroplanes-aviation-ascendant,119337,Aeroplanes: Aviation Ascendant,3,5,120,120,120,2012,646,https://cf.geekdo-images.com/images/pic1221593.jpg,14,"Area Control / Area Influence, Card Drafting, Dice Rolling, Point to Point Movement, Route/Network Building",7.355403,"Aviation / Flight, Economic, Transportation",Martin Wallace,2.9342
2083,https://boardgamegeek.com/boardgame/189067/cavern-tavern,189067,Cavern Tavern,1,6,120,60,120,2016,404,https://cf.geekdo-images.com/images/pic3020188.png,13,"Dice Rolling, Set Collection, Worker Placement",7.28168,"Dice, Fantasy","Ivana Krstevska, Vojkan Krstevski, Maja Matovska, Toni Toshevski",2.6
2109,https://boardgamegeek.com/boardgame/670/starship-troopers,670,Starship Troopers,1,2,120,120,120,1976,1034,https://cf.geekdo-images.com/images/pic3214.jpg,12,"Hex-and-Counter, Secret Unit Deployment",6.45584,"Novel-based, Science Fiction, Wargame",Randall C. Reed,3.0833
2110,https://boardgamegeek.com/boardgame/29259/axis-allies-guadalcanal,29259,Axis & Allies:  Guadalcanal,2,2,120,120,120,2007,570,https://cf.geekdo-images.com/images/pic232366.jpg,10,"Area Movement, Dice Rolling",7.55106,"Wargame, World War II","Larry Harris, Jr.",2.5714
2121,https://boardgamegeek.com/boardgame/127493/bolt-action,127493,Bolt Action,2,6,120,120,120,2012,288,https://cf.geekdo-images.com/images/pic1372779.jpg,12,"Action Point Allowance System, Chit-Pull System, Dice Rolling, Variable Phase Order, Variable Player Powers",8.481077,"Book, Miniatures, Wargame, World War II","Alessio Cavatore, Rick Priestley",2.6944
2123,https://boardgamegeek.com/boardgame/146910/wildcatters,146910,Wildcatters,3,4,120,120,120,2013,302,https://cf.geekdo-images.com/images/pic3584245.jpg,12,"Area Control / Area Influence, Pick-up and Deliver, Route/Network Building, Stock Holding",8.883972,"Economic, Transportation","Rolf Sagel, Andr_ Spil",3.775
2136,https://boardgamegeek.com/boardgame/10383/risk-godstorm,10383,Risk: Godstorm,2,5,120,120,120,2004,2086,https://cf.geekdo-images.com/images/pic353066.jpg,10,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling",6.925479,"Dice, Mythology, Wargame",Mike Selinker,2.6745
2138,https://boardgamegeek.com/boardgame/160418/wing-leader-victories-1940-1942,160418,Wing Leader: Victories 1940-1942,2,2,120,120,120,2015,236,https://cf.geekdo-images.com/images/pic2569281.png,0,"Dice Rolling, Hex-and-Counter, Simulation",7.99909,"Aviation / Flight, Wargame, World War II",Lee Brimmicombe-Wood,2.9062
2151,https://boardgamegeek.com/boardgame/1821/grant-takes-command,1821,Grant Takes Command,2,2,120,120,120,2001,225,https://cf.geekdo-images.com/images/pic195075.jpg,12,Hex-and-Counter,9.511824,"American Civil War, Wargame","Joseph M. Balkoski, Ed Beach",3.6818
2163,https://boardgamegeek.com/boardgame/1552/illuminati-new-world-order,1552,Illuminati: New World Order,2,8,120,120,120,1994,1166,https://cf.geekdo-images.com/images/pic373546.jpg,12,"Action Point Allowance System, Dice Rolling, Hand Management, Tile Placement, Variable Player Powers",6.997947,"Card Game, Collectible Components, Humor, Negotiation, Political, Science Fiction",Steve Jackson (I),2.8557
2189,https://boardgamegeek.com/boardgame/4985/warmaster,4985,Warmaster,2,99,120,120,120,2000,407,https://cf.geekdo-images.com/images/pic73982.jpg,12,"Dice Rolling, Variable Player Powers",8.482824,"Book, Fantasy, Miniatures, Wargame","Alessio Cavatore, Stephan Hess, Rick Priestley",2.9074
2212,https://boardgamegeek.com/boardgame/859/illuminati,859,Illuminati,2,6,120,60,120,1982,2317,https://cf.geekdo-images.com/images/pic55406.jpg,12,none,6.806723,"Card Game, Novel-based, Political",Steve Jackson (I),2.4931
2214,https://boardgamegeek.com/boardgame/5336/talisman-third-edition,5336,Talisman (third edition),2,8,120,120,120,1994,1432,https://cf.geekdo-images.com/images/pic1691099.jpg,9,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",6.97411,"Adventure, Exploration, Fantasy, Fighting",Jervis Johnson,2.1014
2227,https://boardgamegeek.com/boardgame/33434/funkenschlag-enbw,33434,Funkenschlag: EnBW,2,6,120,120,120,2007,165,https://cf.geekdo-images.com/images/pic277737.jpg,0,"Auction/Bidding, Route/Network Building",9.96924,"Economic, Industry / Manufacturing",Friedemann Friese,3.1765
2232,https://boardgamegeek.com/boardgame/40603/incursion,40603,Incursion,2,2,120,120,120,2009,330,https://cf.geekdo-images.com/images/pic1736655.jpg,0,"Action Point Allowance System, Dice Rolling, Grid Movement, Variable Player Powers",9.244032,"Dice, Miniatures, Science Fiction, Wargame, World War II",Jim Bailey,2.7353
2278,https://boardgamegeek.com/boardgame/1431/war-sea-second-edition,1431,War at Sea (second edition),2,2,120,120,120,1976,869,https://cf.geekdo-images.com/images/pic497221.jpg,12,"Area Movement, Dice Rolling",7.061395,"Nautical, Wargame, World War II",John Edwards,1.9767
2310,https://boardgamegeek.com/boardgame/208773/quartermaster-general-1914,208773,Quartermaster General: 1914,2,5,120,90,120,2016,215,https://cf.geekdo-images.com/images/pic3183517.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Card Drafting, Co-operative Play, Deck / Pool Building, Hand Management",7.90093,"Wargame, World War I",Ian Brody,2.5
2321,https://boardgamegeek.com/boardgame/20865/bolide,20865,Bolide,2,8,120,120,120,2005,633,https://cf.geekdo-images.com/images/pic215716.jpg,14,"Dice Rolling, Point to Point Movement, Simulation",7.873692,"Racing, Sports",Alfredo Genovese,2.7347
2333,https://boardgamegeek.com/boardgame/107704/fief,107704,Fief,3,6,120,120,120,2011,288,https://cf.geekdo-images.com/images/pic1114362.jpg,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships, Secret Unit Deployment, Simulation, Voting",8.884164,"Medieval, Negotiation, Political",Philippe Mouchebeuf,3.6
2347,https://boardgamegeek.com/boardgame/3593/star-wars-star-warriors,3593,Star Wars: Star Warriors,2,6,120,120,120,1987,458,https://cf.geekdo-images.com/images/pic2477216.jpg,12,"Action / Movement Programming, Hex-and-Counter, Simultaneous Action Selection",6.8981,"Movies / TV / Radio theme, Science Fiction","Peter Corless, Doug Kaufman",3.1311
2350,https://boardgamegeek.com/boardgame/174155/lignum,174155,Lignum,2,4,120,60,120,2015,257,https://cf.geekdo-images.com/images/pic2435028.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Worker Placement",7.42029,Economic,Alexander Huemer,3.5333
2371,https://boardgamegeek.com/boardgame/97273/upon-salty-ocean,97273,Upon a Salty Ocean,2,4,120,120,120,2011,607,https://cf.geekdo-images.com/images/pic1000416.jpg,13,"Action Point Allowance System, Variable Phase Order",7.866936,"Economic, Nautical, Renaissance",Marco Pranzo,2.8923
2381,https://boardgamegeek.com/boardgame/2250/midway,2250,Midway,2,2,120,120,120,1964,705,https://cf.geekdo-images.com/images/pic2767039.jpg,12,"Dice Rolling, Secret Unit Deployment",7.231103,"Nautical, Wargame, World War II","Larry Pinsky, Lindsley Schutz",2.4653
2385,https://boardgamegeek.com/boardgame/172584/among-nobles,172584,Among Nobles,3,5,120,90,120,2015,415,https://cf.geekdo-images.com/images/pic2393416.jpg,14,"Area Control / Area Influence, Card Drafting",7.546715,"Age of Reason, Card Game, Economic, Renaissance","Morten Andersen, Tina Christensen, Robert Bonde Jensen, Lone Gram Larsen, Troels Vastrup",2.8065
2388,https://boardgamegeek.com/boardgame/25727/lock-n-load-tactical-day-heroes,25727,Lock 'n Load Tactical: Day of Heroes,2,2,120,60,120,2008,257,https://cf.geekdo-images.com/images/pic2678505.png,12,Grid Movement,7.67276,"Modern Warfare, Wargame","Tom Herrschaft, Jeff Lewis, Mark H. Walker",2.766
2392,https://boardgamegeek.com/boardgame/7571/winds-plunder,7571,Winds Of Plunder,3,5,120,120,120,2007,687,https://cf.geekdo-images.com/images/pic1188010.jpg,10,"Action Point Allowance System, Auction/Bidding, Take That, Voting",6.47263,Pirates,Al Newman,2.3661
2400,https://boardgamegeek.com/boardgame/1717/freedom-galaxy,1717,Freedom in the Galaxy,2,2,120,120,120,1979,556,https://cf.geekdo-images.com/images/pic1172744.jpg,12,"Action Point Allowance System, Area Movement, Secret Unit Deployment",7.988196,"Movies / TV / Radio theme, Political, Science Fiction, Wargame","Howard Barasch, John H. Butterfield",3.951
2405,https://boardgamegeek.com/boardgame/18243/parthenon-rise-aegean,18243,Parthenon: Rise of the Aegean,3,6,120,120,120,2005,845,https://cf.geekdo-images.com/images/pic81123.jpg,12,"Pick-up and Deliver, Set Collection, Trading, Voting",7.008705,"Ancient, City Building, Civilization, Economic, Mythology, Nautical, Negotiation, Transportation","Jason Hawkins, Andrew Parks",3.0143
2419,https://boardgamegeek.com/boardgame/3828/locomotive-werks,3828,Locomotive Werks,3,5,120,120,120,2002,427,https://cf.geekdo-images.com/images/pic1208369.jpg,12,"Commodity Speculation, Dice Rolling",7.477866,"Economic, Trains",Dieter Danziger,2.9048
2421,https://boardgamegeek.com/boardgame/3312/1776,3312,1776,2,2,120,120,120,1974,814,https://cf.geekdo-images.com/images/pic194369.jpg,12,"Dice Rolling, Hex-and-Counter",7.71282,"Age of Reason, American Indian Wars, American Revolutionary War, Wargame",Randall C. Reed,3.1143
2423,https://boardgamegeek.com/boardgame/191301/walking-dead-all-out-war,191301,The Walking Dead: All Out War,1,2,120,30,120,2016,238,https://cf.geekdo-images.com/images/pic2871758.jpg,0,Dice Rolling,9.777072,"Comic Book / Strip, Miniatures, Zombies",Mark Latham,2.75
2435,https://boardgamegeek.com/boardgame/62225/infidel,62225,Infidel,2,2,120,120,120,2011,250,https://cf.geekdo-images.com/images/pic994399.jpg,0,"Dice Rolling, Hex-and-Counter",8.156588,"Medieval, Wargame",Richard H. Berg,2.8958
2436,https://boardgamegeek.com/boardgame/154510/shadows-malice,154510,Shadows of Malice,1,8,120,120,120,2014,287,https://cf.geekdo-images.com/images/pic2037527.jpg,14,"Co-operative Play, Dice Rolling, Hex-and-Counter, Modular Board, Role Playing, Trading, Variable Phase Order, Variable Player Powers",8.301172,"Adventure, Fantasy",Jim Felli,3.2258
2446,https://boardgamegeek.com/boardgame/3895/silent-death,3895,Silent Death,2,8,120,120,120,1990,380,https://cf.geekdo-images.com/images/pic11168.jpg,10,Hex-and-Counter,8.327208,"Fighting, Miniatures, Science Fiction, Wargame",Kevin Barrett,2.7544
2448,https://boardgamegeek.com/boardgame/197831/dark-souls-board-game,197831,Dark Souls: The Board Game,1,4,120,90,120,2017,564,https://cf.geekdo-images.com/images/pic3078490.jpg,14,"Co-operative Play, Modular Board",7.13238,"Exploration, Fantasy, Medieval, Miniatures, Video Game Theme","David Carl, Alex Hall, Mat Hart, Richard Loxam",3.2917
2450,https://boardgamegeek.com/boardgame/7479/warcraft-board-game,7479,WarCraft: The Board Game,2,4,120,120,120,2003,2250,https://cf.geekdo-images.com/images/pic31810.jpg,12,"Dice Rolling, Modular Board, Partnerships, Variable Player Powers",6.13298,"City Building, Fantasy, Fighting, Video Game Theme, Wargame",Kevin Wilson,2.7747
2456,https://boardgamegeek.com/boardgame/125943/corporate-america,125943,Corporate America,3,6,120,90,120,2013,308,https://cf.geekdo-images.com/images/pic1408735.jpg,13,"Auction/Bidding, Set Collection",8.061141,"Economic, Humor, Negotiation, Political",Teale Fristoe,2.1852
2458,https://boardgamegeek.com/boardgame/98918/bios-genesis,98918,Bios: Genesis,1,4,120,60,120,2016,269,https://cf.geekdo-images.com/images/pic2982166.jpg,12,"Card Drafting, Co-operative Play, Dice Rolling, Simulation",7.44069,"Environmental, Prehistoric",Phil Eklund,4.2059
2464,https://boardgamegeek.com/boardgame/4854/7th-fleet,4854,7th Fleet,2,2,120,120,120,1987,340,https://cf.geekdo-images.com/images/pic522554.jpg,12,"Dice Rolling, Hex-and-Counter",8.493816,"Modern Warfare, Nautical, Wargame",Joseph M. Balkoski,3.625
2477,https://boardgamegeek.com/boardgame/20101/kaivai,20101,Kaivai,3,4,120,120,120,2005,356,https://cf.geekdo-images.com/images/pic751269.jpg,12,"Action Point Allowance System, Area Movement, Auction/Bidding, Dice Rolling, Tile Placement",8.277804,"City Building, Civilization, Economic, Nautical","Anselm Ostertag, Helge Ostertag",3.75
2479,https://boardgamegeek.com/boardgame/8515/hybrid,8515,Hybrid,2,2,120,120,120,2003,294,https://cf.geekdo-images.com/images/pic340745.jpg,12,"Dice Rolling, Modular Board, Role Playing",8.11855,"Fantasy, Fighting, Horror, Miniatures","William Grosselin, Pascal Petit, Nicolas Raoult",3.1463
2485,https://boardgamegeek.com/boardgame/156840/clinic,156840,Clinic,2,4,120,120,120,2014,254,https://cf.geekdo-images.com/images/pic2212910.jpg,14,"Pick-up and Deliver, Simulation, Tile Placement",8.037821,"City Building, Economic, Medical, Territory Building, Transportation",Alban Viard,4.1034
2498,https://boardgamegeek.com/boardgame/43320/tomb-cryptmaster,43320,Tomb: Cryptmaster,2,6,120,120,120,2009,523,https://cf.geekdo-images.com/images/pic644214.jpg,13,"Dice Rolling, Memory, Modular Board, Secret Unit Deployment",6.6165,"Adventure, Exploration, Fantasy, Fighting, Medieval",Brent Keith,2.9062
2511,https://boardgamegeek.com/boardgame/57998/boze-igrzysko,57998,Bo?e Igrzysko,3,4,120,120,120,2010,229,https://cf.geekdo-images.com/images/pic626014.jpg,12,"Area Control / Area Influence, Auction/Bidding, Dice Rolling, Voting",8.434932,"Civilization, Fighting, Negotiation, Political",Martin Wallace,3.5405
2518,https://boardgamegeek.com/boardgame/151151/epic-resort,151151,Epic Resort,2,4,120,60,120,2014,476,https://cf.geekdo-images.com/images/pic2319312.jpg,12,"Deck / Pool Building, Hand Management, Worker Placement",7.350178,"Fantasy, Pirates",Ben Harkins,2.52
2519,https://boardgamegeek.com/boardgame/11106/warhammer-40000-rogue-trader,11106,"Warhammer 40,000: Rogue Trader",2,2,120,120,120,1987,478,https://cf.geekdo-images.com/images/pic55747.jpg,12,"Dice Rolling, Modular Board, Variable Player Powers",7.43556,"Book, Miniatures, Science Fiction",Rick Priestley,3.7111
2521,https://boardgamegeek.com/boardgame/4173/anzio,4173,Anzio,2,2,120,120,120,1969,512,https://cf.geekdo-images.com/images/pic771974.jpg,12,"Dice Rolling, Hex-and-Counter",6.6557,"Wargame, World War II","Tom Oleson, David Williams (I)",3.197
2542,https://boardgamegeek.com/boardgame/59429/dark-darker-darkest,59429,Dark Darker Darkest,2,5,120,120,120,2013,712,https://cf.geekdo-images.com/images/pic1429220.jpg,12,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Modular Board, Time Track",6.5091,"Adventure, Exploration, Fighting, Horror, Miniatures, Zombies",David Ausloos,3.2188
2545,https://boardgamegeek.com/boardgame/173275/ghostbusters-board-game,173275,Ghostbusters: The Board Game,1,4,120,30,120,2015,679,https://cf.geekdo-images.com/images/pic2731222.jpg,15,"Co-operative Play, Dice Rolling, Grid Movement",6.5953,Movies / TV / Radio theme,"Matt Hyra, Adam Sblendorio, Mataio Wilson",2.2286
2571,https://boardgamegeek.com/boardgame/4001/space-marine,4001,Space Marine,2,3,120,120,120,1989,439,https://cf.geekdo-images.com/images/pic805134.jpg,12,"Dice Rolling, Simultaneous Action Selection, Variable Player Powers",8.106312,"Miniatures, Science Fiction, Wargame","Graeme Davis, Jervis Johnson",3.1489
2573,https://boardgamegeek.com/boardgame/89/blue-vs-gray,89,Blue vs. Gray,2,4,120,120,120,1999,410,https://cf.geekdo-images.com/images/pic2083742.png,12,"Dice Rolling, Hand Management",8.121912,"American Civil War, Card Game, Dice, Wargame",Evan Jones,2.8333
2589,https://boardgamegeek.com/boardgame/10431/epic-armageddon,10431,Epic Armageddon,2,8,120,120,120,2003,244,https://cf.geekdo-images.com/images/pic43195.jpg,12,"Dice Rolling, Modular Board, Variable Player Powers",8.280822,"Fantasy, Fighting, Miniatures, Science Fiction",Jervis Johnson,3.122
2594,https://boardgamegeek.com/boardgame/161297/paradox,161297,Paradox,2,4,120,40,120,2016,248,https://cf.geekdo-images.com/images/pic2555713.png,10,"Action Point Allowance System, Card Drafting, Set Collection",7.4307,"Adventure, Puzzle, Science Fiction",Brian Suhre,2.4667
2627,https://boardgamegeek.com/boardgame/76/air-baron,76,Air Baron,2,6,120,120,120,1996,719,https://cf.geekdo-images.com/images/pic163634.jpg,10,"Area Control / Area Influence, Chit-Pull System, Dice Rolling",6.39059,"Aviation / Flight, Economic, Territory Building",Evan Davis (I),2.5618
